_id,student_id,professional_id,created_at,first_response_at,status,message_count
189,686,74,2024-09-03 11:32:33,,open,4
190,95,33,2024-07-28 05:07:49,2024-07-28 23:07:49,replied,14
191,1330,33,2024-10-01 10:38:33,,open,1
192,943,57,2024-07-12 07:03:59,2024-07-21 00:03:59,replied,9
193,692,180,2024-03-28 21:52:33,2024-03-29 09:52:33,replied,4
194,327,420,2024-09-01 01:08:52,2024-09-07 14:08:52,replied,14
195,1056,280,2024-11-19 02:14:12,2024-11-22 00:14:12,replied,7
196,1358,127,2024-08-11 21:04:32,2024-08-12 10:04:32,replied,10
197,1216,146,2024-10-06 20:14:07,,open,7
198,1389,290,2024-10-18 01:12:18,2024-10-18 17:12:18,replied,5
199,970,122,2024-01-25 04:48:58,2024-01-25 08:48:58,replied,1
200,461,280,2024-04-26 13:22:54,,open,1
201,172,38,2024-06-13 06:15:58,,open,9
202,1098,280,2025-01-29 17:12:14,,open,12
203,546,315,2024-06-15 21:26:35,2024-06-17 04:26:35,replied,10
204,47,345,2024-04-26 13:35:41,2024-04-28 05:35:41,replied,11
205,128,214,2024-03-01 01:11:22,,open,4
206,882,335,2025-01-26 01:50:36,,open,11
207,857,280,2024-11-20 17:34:41,,open,2
208,1313,62,2024-02-09 22:45:09,,open,11
209,814,23,2024-12-08 13:09:37,2024-12-09 00:09:37,replied,4
210,1297,178,2024-08-22 15:07:59,2024-08-23 16:07:59,replied,13
211,1184,406,2024-10-08 03:30:57,2024-10-08 07:30:57,replied,6
212,1151,37,2024-03-30 15:31:38,,open,8
213,1127,477,2024-11-14 09:34:15,2024-11-14 12:34:15,replied,6
214,874,204,2025-01-27 17:52:37,2025-01-29 02:52:37,replied,6
215,1019,248,2025-01-11 01:17:39,,open,8
216,1213,33,2024-11-21 07:56:03,,open,14
217,1270,26,2024-04-07 07:24:42,,open,4
218,1195,33,2024-11-12 14:32:23,,open,11
219,232,280,2024-07-30 03:57:04,2024-07-31 12:57:04,replied,2
220,131,74,2024-11-13 07:02:38,,open,3
221,902,280,2025-01-18 20:33:36,,open,13
222,319,381,2024-05-19 17:52:18,,open,1
223,277,26,2024-04-03 19:40:02,,open,13
224,868,214,2024-12-30 22:49:48,,open,3
225,1346,311,2024-01-27 11:12:59,,open,1
226,1066,75,2024-05-09 15:54:20,,open,3
227,796,114,2024-10-28 10:58:18,,open,6
228,217,280,2024-11-08 11:44:30,,open,4
229,1092,434,2024-08-18 21:13:16,,open,14
230,1390,373,2024-09-09 11:26:00,2024-09-09 20:26:00,replied,2
231,1109,335,2024-02-05 03:17:30,2024-02-05 20:17:30,replied,15
232,564,280,2024-12-14 16:00:56,,open,11
233,699,202,2024-12-04 09:51:10,2024-12-04 13:51:10,replied,8
234,1076,321,2024-04-14 13:13:44,,open,12
235,1182,259,2025-01-30 15:25:09,2025-01-30 23:25:09,replied,15
236,13,436,2024-10-14 06:56:57,,open,8
237,595,22,2024-09-03 21:22:34,,open,10
238,449,122,2024-03-16 06:19:15,2024-03-16 07:19:15,replied,8
239,542,345,2024-02-07 12:09:09,2024-02-08 11:09:09,replied,15
240,814,130,2025-01-29 18:03:16,,open,7
241,455,291,2024-09-01 17:25:46,2024-09-02 07:25:46,replied,3
242,1479,345,2024-04-21 05:22:38,2024-04-21 16:22:38,replied,12
243,1367,157,2024-06-12 15:22:21,2024-06-16 10:22:21,replied,5
244,901,75,2024-09-11 04:13:58,2024-09-11 09:13:58,replied,2
245,457,280,2024-08-15 16:54:21,,open,15
246,282,481,2024-08-20 01:38:05,,open,13
247,172,137,2024-06-28 22:43:38,,open,3
248,155,28,2024-06-09 15:50:06,2024-06-10 03:50:06,replied,9
249,1162,221,2024-05-11 03:38:14,2024-05-11 09:38:14,replied,15
250,58,280,2024-05-31 13:32:11,2024-06-11 07:32:11,replied,14
251,1266,190,2024-01-21 00:31:25,2024-01-21 15:31:25,replied,5
252,1460,145,2024-11-27 06:35:02,,open,9
253,216,33,2024-12-18 12:21:56,,open,2
254,1102,427,2024-04-03 03:51:16,2024-04-03 19:51:16,replied,7
255,766,143,2024-07-25 07:43:45,,open,5
256,1126,280,2024-03-31 11:01:15,,open,13
257,128,175,2024-06-21 18:36:54,,open,6
258,263,280,2025-01-28 20:17:12,,open,8
259,985,28,2024-02-27 13:06:35,,open,6
260,1381,380,2024-01-30 19:01:24,2024-02-03 20:01:24,replied,15
261,1083,280,2024-09-17 15:08:09,,open,15
262,976,471,2024-01-28 16:18:23,,open,11
263,14,38,2024-07-14 00:09:51,2024-07-14 15:09:51,replied,14
264,1461,280,2024-06-20 01:00:12,,open,5
265,728,280,2024-04-27 14:55:03,,open,3
266,1130,145,2025-01-20 19:39:04,2025-01-21 00:39:04,replied,4
267,993,38,2024-03-09 21:42:21,,open,14
268,1111,143,2024-06-15 08:46:25,2024-06-15 14:46:25,replied,2
269,762,336,2024-06-10 23:35:50,,open,1
270,654,69,2024-08-11 08:03:04,2024-08-11 10:03:04,replied,10
271,376,258,2024-09-20 20:18:34,,open,3
272,1360,280,2024-08-28 02:16:48,,open,11
273,755,420,2025-01-15 18:23:59,,open,7
274,941,278,2024-10-04 09:20:45,2024-10-04 20:20:45,replied,5
275,155,371,2024-06-19 01:09:39,2024-06-19 18:09:39,replied,15
276,1389,33,2024-08-24 03:07:34,,open,6
277,396,267,2024-11-26 00:03:46,2024-11-30 04:03:46,replied,8
278,1482,143,2024-08-28 16:50:16,,open,7
279,1082,107,2024-04-09 11:10:17,,open,8
280,1304,38,2025-01-14 22:52:16,2025-01-15 01:52:16,replied,11
281,376,162,2024-01-23 11:54:03,2024-01-24 13:54:03,replied,9
282,343,33,2024-11-13 16:25:16,2024-11-19 07:25:16,replied,13
283,510,345,2024-08-01 04:40:31,2024-08-01 21:40:31,replied,13
284,689,389,2024-11-26 06:17:20,2024-11-26 08:17:20,replied,15
285,79,204,2024-08-11 09:47:44,,open,6
286,994,280,2024-02-05 10:34:39,2024-02-08 12:34:39,replied,7
287,353,356,2024-05-09 08:26:24,,open,13
288,975,91,2024-03-26 16:25:55,,open,10
289,957,465,2024-09-11 01:45:30,2024-09-11 04:45:30,replied,1
290,1473,420,2024-01-17 09:39:44,,open,2
291,1202,484,2024-09-10 20:56:24,,open,9
292,97,57,2024-02-08 05:26:16,,open,6
293,838,331,2024-06-03 03:11:10,,open,14
294,838,26,2024-11-03 05:08:39,,open,4
295,461,146,2024-05-05 08:47:30,,open,6
296,649,230,2024-06-16 11:21:24,,open,4
297,1456,280,2024-01-11 14:17:04,2024-01-16 10:17:04,replied,1
298,1163,290,2024-03-20 15:07:29,2024-03-21 00:07:29,replied,13
299,755,373,2024-02-02 20:15:09,2024-02-04 04:15:09,replied,5
300,37,22,2024-06-27 15:36:30,,open,12
301,396,491,2024-01-27 05:40:04,2024-01-27 07:40:04,replied,2
302,1254,380,2024-10-20 11:45:36,,open,3
303,1261,96,2024-07-30 17:08:23,2024-07-30 19:08:23,replied,9
304,1109,175,2024-11-18 15:14:41,2024-11-20 09:14:41,replied,12
305,1276,137,2024-04-27 22:38:37,2024-04-27 23:38:37,replied,10
306,1224,280,2024-10-30 19:04:40,2024-11-03 21:04:40,replied,10
307,1331,138,2024-09-09 11:38:16,2024-09-09 19:38:16,replied,12
308,32,175,2024-08-30 16:33:30,,open,2
309,423,26,2025-01-01 03:32:22,,open,7
310,148,381,2024-06-21 15:05:43,,open,9
311,447,384,2025-01-10 10:17:17,2025-01-11 17:17:17,replied,12
312,831,133,2025-01-28 11:35:14,2025-01-30 07:35:14,replied,1
313,771,258,2024-11-01 18:04:40,,open,13
314,855,384,2024-03-25 02:56:18,2024-03-26 13:56:18,replied,10
315,38,360,2024-11-04 15:06:54,,open,8
316,582,280,2025-01-05 08:18:50,,open,11
317,494,157,2024-09-13 05:02:47,,open,2
318,154,477,2024-05-11 11:09:18,2024-05-12 08:09:18,replied,8
319,931,280,2024-07-15 03:45:39,2024-07-15 13:45:39,replied,10
320,1300,280,2025-01-02 18:57:10,,open,14
321,884,272,2024-06-29 12:48:17,2024-06-29 16:48:17,replied,8
322,405,27,2024-11-15 21:36:01,,open,6
323,1285,280,2024-04-26 23:36:38,2024-04-29 12:36:38,replied,12
324,882,239,2024-11-11 18:20:53,,open,5
325,1066,74,2024-06-11 12:13:16,,open,13
326,759,283,2025-01-23 05:14:08,2025-01-23 07:14:08,replied,11
327,377,175,2024-09-14 23:29:39,,open,14
328,1138,45,2024-03-04 06:02:43,,open,7
329,1076,62,2024-03-01 04:47:15,,open,13
330,20,63,2024-05-05 21:38:04,2024-05-06 07:38:04,replied,2
331,277,26,2024-06-02 07:11:56,,open,2
332,57,144,2024-11-25 11:19:47,,open,11
333,1238,224,2025-01-13 09:56:34,2025-01-14 09:56:34,replied,14
334,856,137,2024-11-20 18:49:53,2024-11-23 04:49:53,replied,5
335,194,38,2024-12-04 05:55:27,,open,12
336,1429,221,2024-08-14 13:48:45,2024-08-14 15:48:45,replied,15
337,585,33,2024-05-08 21:27:05,2024-05-10 14:27:05,replied,9
338,1061,267,2024-06-07 19:26:41,,open,12
339,585,420,2024-07-29 03:26:28,2024-07-30 02:26:28,replied,15
340,528,477,2024-04-15 02:54:23,2024-04-15 03:54:23,replied,12
341,1273,33,2025-01-03 01:35:05,2025-01-03 03:35:05,replied,7
342,296,62,2024-04-26 18:42:35,,open,1
343,495,248,2024-05-25 18:30:17,2024-05-27 11:30:17,replied,2
344,840,26,2024-12-22 04:48:14,,open,1
345,974,467,2024-12-30 01:05:28,,open,2
346,556,402,2024-06-24 13:29:43,,open,1
347,1439,107,2024-05-29 15:04:56,2024-05-29 16:04:56,replied,14
348,1413,51,2024-11-27 00:18:12,,open,5
349,580,38,2024-11-09 05:28:01,,open,9
350,846,37,2024-06-06 08:30:58,2024-06-07 00:30:58,replied,3
351,167,75,2024-06-17 02:45:41,2024-06-17 19:45:41,replied,5
352,881,499,2024-03-20 11:25:21,2024-03-21 07:25:21,replied,9
353,921,469,2024-10-24 10:38:25,,open,13
354,1322,38,2024-08-22 08:04:53,,open,8
355,334,137,2024-05-10 13:35:59,2024-05-11 15:35:59,replied,4
356,346,33,2024-03-11 22:40:07,,open,10
357,247,5,2024-04-21 07:55:37,2024-04-23 11:55:37,replied,14
358,4,280,2024-09-07 03:27:17,,open,1
359,231,157,2024-12-07 12:23:50,,open,8
360,520,207,2024-09-08 00:05:45,,open,4
361,874,157,2024-11-01 10:38:56,2024-11-01 10:38:56,replied,7
362,1084,132,2025-01-03 12:54:39,2025-01-03 19:54:39,replied,14
363,809,33,2024-08-28 04:47:05,,open,14
364,342,476,2024-05-09 00:37:56,,open,14
365,446,280,2024-04-20 23:33:02,,open,9
366,689,335,2025-01-15 16:00:18,,open,5
367,1061,122,2024-04-03 09:25:56,2024-04-03 23:25:56,replied,7
368,1016,74,2024-09-25 10:33:17,2024-09-25 14:33:17,replied,6
369,1326,59,2024-12-28 00:17:02,,open,6
370,1119,367,2024-11-25 09:23:08,2024-11-27 14:23:08,replied,9
371,1359,251,2024-05-28 08:12:00,2024-05-29 01:12:00,replied,3
372,1447,448,2024-01-09 06:56:54,2024-01-09 08:56:54,replied,6
373,816,96,2024-05-31 08:59:13,2024-05-31 16:59:13,replied,5
374,522,356,2024-03-14 02:18:33,,open,15
375,408,504,2025-01-25 12:44:50,,open,10
376,439,74,2024-01-27 01:00:38,,open,11
377,746,420,2024-11-05 08:44:18,2024-11-07 11:44:18,replied,12
378,1082,74,2024-07-23 12:58:09,,open,10
379,1267,144,2024-01-24 15:11:27,,open,15
380,730,153,2024-12-19 00:08:04,,open,8
381,1153,488,2024-03-21 16:35:57,2024-03-21 22:35:57,replied,1
382,959,368,2024-04-28 23:42:04,,open,3
383,1348,132,2024-04-12 06:06:01,2024-04-14 06:06:01,replied,14
384,1312,158,2024-04-02 18:16:34,2024-04-03 09:16:34,replied,11
385,1090,392,2024-02-18 09:49:51,2024-02-19 08:49:51,replied,14
386,852,418,2024-08-09 12:34:04,,open,12
387,25,27,2024-09-05 09:19:29,,open,6
388,1390,313,2024-05-11 10:22:08,,open,10
389,1109,38,2024-10-11 11:31:02,2024-10-11 23:31:02,replied,11
390,635,254,2024-11-19 09:51:43,,open,11
391,95,146,2024-02-20 10:50:49,2024-02-22 00:50:49,replied,13
392,779,508,2024-04-24 13:51:33,,open,2
393,285,38,2024-12-10 09:33:14,2024-12-11 11:33:14,replied,10
394,320,143,2025-01-27 14:33:57,,open,11
395,1147,38,2024-01-03 12:06:24,2024-01-03 16:06:24,replied,9
396,557,469,2024-04-01 10:21:31,,open,10
397,1297,423,2024-03-07 20:55:53,,open,8
398,140,436,2024-03-31 07:16:29,,open,3
399,1124,504,2024-03-08 02:56:30,2024-03-08 10:56:30,replied,10
400,976,133,2024-01-16 14:49:42,,open,13
401,16,287,2024-06-17 22:58:32,,open,8
402,131,204,2024-07-19 15:25:12,,open,11
403,1461,157,2024-05-28 10:06:08,,open,12
404,225,133,2024-08-30 03:53:54,2024-08-31 03:53:54,replied,5
405,294,275,2024-08-08 16:15:16,,open,7
406,361,38,2024-05-26 05:08:47,2024-05-26 20:08:47,replied,4
407,293,258,2024-08-25 01:56:14,,open,5
408,146,272,2025-01-15 12:07:50,2025-01-15 17:07:50,replied,6
409,554,340,2024-12-15 06:30:53,,open,11
410,1277,23,2024-05-12 09:52:39,2024-05-12 23:52:39,replied,14
411,918,356,2024-10-26 13:36:33,2024-10-27 18:36:33,replied,10
412,335,79,2024-12-02 23:36:48,2024-12-04 05:36:48,replied,13
413,1058,268,2024-08-18 05:33:11,2024-08-19 07:33:11,replied,9
414,862,336,2024-07-29 21:35:36,,open,4
415,415,280,2024-06-18 12:33:59,,open,1
416,1429,205,2024-03-30 13:18:50,,open,11
417,305,38,2025-01-04 02:33:11,2025-01-04 09:33:11,replied,10
418,510,157,2024-10-16 03:51:12,,open,11
419,922,280,2024-01-27 07:00:20,2024-01-28 13:00:20,replied,2
420,982,102,2024-10-05 18:05:07,,open,1
421,265,6,2024-11-23 07:36:36,2024-11-23 13:36:36,replied,6
422,1010,99,2024-03-18 20:00:24,2024-03-19 20:00:24,replied,6
423,484,23,2024-05-06 09:47:55,2024-05-07 14:47:55,replied,3
424,1157,465,2024-01-17 21:26:55,2024-01-18 02:26:55,replied,10
425,711,204,2024-12-03 20:24:00,,open,8
426,1285,33,2024-07-16 04:49:22,,open,10
427,535,280,2025-01-09 19:31:31,,open,5
428,61,254,2024-06-30 23:43:31,,open,15
429,1438,146,2025-01-28 18:26:00,2025-01-30 08:26:00,replied,7
430,1191,434,2024-08-15 05:15:09,,open,1
431,271,62,2024-05-09 05:38:10,,open,15
432,939,22,2024-06-03 03:36:08,,open,10
433,1155,414,2024-04-18 09:23:08,2024-04-19 07:23:08,replied,6
434,1216,432,2024-02-11 18:54:23,,open,5
435,1224,280,2024-04-19 21:01:23,,open,8
436,624,373,2024-05-08 10:11:59,2024-05-08 16:11:59,replied,11
437,249,343,2024-06-04 15:50:54,,open,5
438,487,436,2024-03-03 10:18:13,2024-03-04 23:18:13,replied,14
439,327,59,2024-12-05 01:51:39,2024-12-05 09:51:39,replied,4
440,258,62,2024-10-17 16:40:16,2024-10-18 05:40:16,replied,3
441,546,112,2024-03-18 14:31:19,2024-03-19 11:31:19,replied,11
442,621,280,2024-06-14 01:08:08,,open,11
443,591,159,2024-12-25 23:58:03,,open,13
444,1419,280,2024-03-15 10:18:17,2024-03-15 13:18:17,replied,6
445,1174,33,2024-04-13 17:06:36,,open,6
446,1390,53,2024-08-20 23:07:47,,open,9
447,112,232,2024-09-19 10:04:22,,open,10
448,40,70,2024-06-21 04:40:35,,open,3
449,1184,98,2024-07-12 15:39:18,2024-07-13 04:39:18,replied,9
450,1266,377,2024-01-02 05:40:06,,open,13
451,628,16,2024-03-01 00:24:37,,open,3
452,775,280,2024-05-26 00:01:30,2024-05-27 22:01:30,replied,5
453,680,368,2024-03-13 02:51:21,2024-03-15 10:51:21,replied,11
454,298,22,2024-11-26 15:50:03,2024-11-26 21:50:03,replied,5
455,608,432,2025-01-08 08:00:13,2025-01-08 16:00:13,replied,7
